vfalter,vfsafe,vfproblem,age,gender,education,brexit_vote,vote2017_dum,nation_weight,pid
Disagree,Agree,Disagree,72,Male,2,1. Remain,Loser,0.746948319,Other
Slightly agree,Slightly disagree,Agree,35,Male,1,1. Remain,Loser,0.894144488,Other
Disagree,Agree,Disagree,66,Female,2,1. Remain,Loser,0.522290554,Other
Strongly disagree,Neither agree nor disagree,Strongly disagree,44,Male,3,1. Remain,Winner,0.84486993,Conservative
Agree,Disagree,Agree,65,Female,3,2. Leave,NA,0.637339772,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,21,Male,1,NA,NA,2.240731793,Other
Slightly disagree,Slightly agree,Neither agree nor disagree,26,Male,2,2. Leave,Loser,0.681165794,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,71,Male,1,1. Remain,NA,1.612292344,Other
Neither agree nor disagree,Disagree,Slightly disagree,39,Male,3,1. Remain,Loser,0.740613885,Other
Agree,Disagree,Agree,71,Female,1,1. Remain,Winner,0.818491836,Conservative
Agree,Disagree,Strongly agree,64,Female,1,2. Leave,Loser,0.528029003,Other
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,54,Female,2,1. Remain,Winner,0.771976565,Conservative
Agree,Disagree,Agree,66,Female,3,2. Leave,Loser,0.713955776,UKIP Brexit
Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,22,Male,3,1. Remain,Loser,2.664889415,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,34,Female,1,1. Remain,NA,0.352337429,Other
Disagree,Agree,Disagree,52,Male,2,NA,NA,1.115302555,Conservative
Disagree,Agree,Disagree,64,Male,1,2. Leave,Winner,0.954167168,Conservative
Slightly agree,Slightly agree,Slightly agree,71,Male,1,2. Leave,Winner,0.748797125,UKIP Brexit
Disagree,Slightly disagree,Slightly disagree,22,Female,3,1. Remain,Loser,0.464801692,Other
Slightly agree,Slightly disagree,Slightly agree,36,Male,2,1. Remain,NA,1.242295361,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,47,Male,2,2. Leave,Winner,0.626356826,Conservative
Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,43,Male,2,NA,NA,0.7821119,Other
Slightly agree,Disagree,Strongly agree,51,Female,2,2. Leave,Winner,0.854039637,Conservative
Slightly disagree,Neither agree nor disagree,Slightly disagree,35,Female,1,2. Leave,Winner,0.557488959,Conservative
Slightly disagree,Slightly agree,Slightly disagree,33,Male,2,2. Leave,Winner,0.714254891,Conservative
Disagree,Agree,Disagree,45,Male,3,1. Remain,Loser,0.876492503,Other
Slightly agree,Neither agree nor disagree,Agree,71,Male,1,1. Remain,Winner,0.677616814,Conservative
Disagree,Disagree,Agree,60,Male,2,2. Leave,Loser,0.77245302,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,19,Female,2,NA,NA,0.557997298,Other
Neither agree nor disagree,Slightly agree,Slightly disagree,48,Male,1,1. Remain,Loser,0.937303778,Other
Disagree,Agree,Slightly agree,69,Female,3,1. Remain,Winner,0.546810502,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,34,Female,1,NA,NA,0.53963389,Conservative
Slightly agree,Neither agree nor disagree,Neither agree nor disagree,39,Female,1,NA,NA,0.620508114,Other
Slightly agree,Slightly disagree,Agree,69,Female,2,2. Leave,Winner,0.732274979,Conservative
Slightly agree,Agree,Neither agree nor disagree,59,Female,2,1. Remain,Winner,0.727230505,Conservative
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,21,Female,2,NA,NA,0.492725769,Other
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,39,Female,2,1. Remain,Loser,0.508585579,Other
Slightly agree,Slightly agree,Slightly agree,29,Male,3,2. Leave,Loser,0.950514068,Other
Agree,Strongly disagree,Slightly agree,36,Male,3,1. Remain,Loser,0.884336167,Other
Strongly disagree,Strongly agree,Neither agree nor disagree,28,Male,2,1. Remain,Loser,0.57553485,Other
Slightly agree,Slightly agree,Slightly disagree,31,Male,2,2. Leave,Winner,0.606226555,Conservative
Strongly disagree,Strongly agree,Strongly disagree,62,Male,2,2. Leave,Winner,0.971810332,Conservative
Slightly disagree,Slightly disagree,Slightly agree,59,Female,2,2. Leave,Winner,0.854039637,UKIP Brexit
Neither agree nor disagree,Agree,Neither agree nor disagree,65,Female,2,2. Leave,Winner,0.71018943,Conservative
Slightly agree,Neither agree nor disagree,Slightly agree,43,Male,1,NA,Loser,1.648253044,Other
Neither agree nor disagree,Agree,Neither agree nor disagree,64,Female,2,2. Leave,Winner,0.771352148,Conservative
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,68,Female,1,2. Leave,Winner,0.732274979,Conservative
Slightly disagree,Disagree,Slightly disagree,24,Female,3,1. Remain,Loser,1.056054243,Other
Disagree,Agree,Disagree,45,Male,3,1. Remain,NA,0.821304201,Other
Strongly agree,Strongly disagree,Strongly agree,58,Female,2,2. Leave,Loser,0.787443803,UKIP Brexit
Slightly agree,Slightly disagree,Slightly disagree,27,Male,3,1. Remain,Loser,0.978022407,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,57,Female,2,2. Leave,Loser,0.600933528,Other
Slightly disagree,Slightly disagree,Slightly disagree,68,Female,3,2. Leave,Winner,0.687364892,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,33,Female,2,NA,NA,1.927286243,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,32,Female,2,2. Leave,Loser,0.734567292,Other
Slightly agree,Slightly disagree,Slightly agree,20,Female,2,NA,NA,0.631225916,Conservative
Neither agree nor disagree,Slightly agree,Slightly disagree,35,Female,2,NA,NA,0.690222339,Other
Neither agree nor disagree,Slightly disagree,Disagree,66,Female,1,2. Leave,Winner,0.662129256,Conservative
Agree,Strongly disagree,Agree,64,Male,2,1. Remain,Loser,0.783594411,Other
Strongly agree,Strongly disagree,Strongly agree,59,Female,1,2. Leave,Loser,1.044662176,Other
Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,24,Female,1,NA,NA,1.742095487,Other
Disagree,Agree,Disagree,67,Female,3,NA,Winner,0.81056981,Conservative
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,40,Male,2,NA,NA,0.634297254,Other
Strongly agree,Strongly disagree,Strongly agree,43,Male,3,1. Remain,Loser,0.969347787,Other
Neither agree nor disagree,Slightly agree,Slightly agree,31,Male,2,1. Remain,Loser,0.53760038,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,62,Female,2,2. Leave,Loser,0.998211389,Other
Agree,Neither agree nor disagree,Strongly disagree,44,Female,1,2. Leave,Winner,1.441310219,UKIP Brexit
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,49,Female,1,2. Leave,NA,1.110770999,Other
Slightly agree,Slightly disagree,Slightly agree,39,Male,3,1. Remain,Loser,0.821378351,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,67,Female,2,1. Remain,Loser,0.609553678,Other
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,32,Male,2,1. Remain,Loser,0.580685267,Other
Slightly agree,Slightly disagree,Slightly agree,49,Male,1,1. Remain,Winner,0.953192834,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,26,Female,1,NA,NA,1.580797649,Other
Slightly disagree,Slightly disagree,Strongly agree,74,Female,2,2. Leave,NA,1.784882328,Other
Disagree,Slightly disagree,Neither agree nor disagree,62,Male,1,2. Leave,Loser,1.036535732,UKIP Brexit
Slightly disagree,Agree,Slightly disagree,56,Female,2,2. Leave,Loser,0.85830664,UKIP Brexit
Strongly disagree,Agree,Strongly disagree,52,Male,2,2. Leave,Winner,0.877720372,Conservative
Neither agree nor disagree,Neither agree nor disagree,Slightly agree,37,Male,3,NA,NA,1.068318695,Other
Strongly disagree,Strongly agree,Strongly disagree,18,Male,1,NA,Loser,2.478114072,Other
Slightly disagree,Slightly agree,Neither agree nor disagree,68,Female,2,2. Leave,Loser,0.661972813,Other
Strongly agree,Strongly disagree,Strongly agree,40,Female,2,2. Leave,Loser,0.700261056,Other
Slightly disagree,Slightly agree,Slightly agree,20,Male,2,NA,NA,2.05339558,Other
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,45,Female,1,1. Remain,Winner,0.446105316,Other
Slightly disagree,Slightly agree,Slightly agree,66,Female,3,1. Remain,NA,0.408667297,Other
Slightly disagree,Slightly agree,Disagree,66,Male,2,NA,Winner,0.772411915,Conservative
Slightly agree,Neither agree nor disagree,Slightly disagree,44,Female,2,2. Leave,Winner,0.740848743,Conservative
Agree,Disagree,Agree,26,Male,2,1. Remain,Loser,0.711681527,Other
Slightly disagree,Slightly agree,Disagree,66,Female,2,2. Leave,Winner,0.850668453,Conservative
Slightly disagree,Disagree,Slightly disagree,65,Male,2,1. Remain,Loser,0.444206829,Other
Slightly disagree,Slightly agree,Slightly disagree,34,Female,2,2. Leave,Winner,0.628798188,Conservative
Slightly disagree,Neither agree nor disagree,Slightly disagree,19,Female,2,NA,NA,0.698097751,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,19,Female,2,NA,NA,1.921168108,Other
Disagree,Slightly disagree,Disagree,20,Female,2,NA,Loser,0.593288752,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,46,Female,2,2. Leave,NA,1.334708395,Other
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,67,Female,2,1. Remain,Winner,0.680708941,Conservative
Agree,Slightly disagree,Slightly agree,50,Female,2,1. Remain,Winner,0.637735627,Conservative
Neither agree nor disagree,Slightly agree,Slightly disagree,69,Female,1,1. Remain,Winner,0.624255205,Conservative
Disagree,Neither agree nor disagree,Disagree,44,Male,3,2. Leave,Winner,1.020723119,Conservative
Slightly disagree,Strongly disagree,Slightly disagree,41,Male,2,1. Remain,Loser,0.558904138,Other
Slightly disagree,Neither agree nor disagree,Slightly agree,37,Female,3,1. Remain,Winner,0.731822129,Other
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,33,Male,3,1. Remain,Loser,0.978022407,Other
Disagree,Agree,Slightly disagree,43,Male,2,2. Leave,Winner,0.671004277,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,60,Female,1,NA,Loser,0.921093652,Other
Neither agree nor disagree,Agree,Neither agree nor disagree,68,Male,1,2. Leave,Loser,0.688104201,Other
Strongly disagree,Neither agree nor disagree,Strongly disagree,49,Male,1,2. Leave,Winner,1.080965959,Conservative
Slightly disagree,Neither agree nor disagree,Strongly agree,55,Male,2,2. Leave,Winner,1.130960797,UKIP Brexit
Disagree,Neither agree nor disagree,Disagree,37,Male,2,2. Leave,Winner,0.625644885,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,54,Male,1,2. Leave,Winner,0.822048139,Conservative
Neither agree nor disagree,Slightly disagree,Slightly agree,40,Male,3,2. Leave,Winner,1.274105578,Conservative
Slightly disagree,Slightly agree,Slightly disagree,40,Female,1,2. Leave,NA,0.468879812,UKIP Brexit
Strongly agree,Strongly disagree,Strongly agree,18,Male,1,NA,NA,2.238184894,Other
Neither agree nor disagree,Slightly disagree,Slightly agree,21,Female,2,NA,Loser,0.689995349,Other
Slightly disagree,Slightly agree,Neither agree nor disagree,27,Female,3,1. Remain,NA,1.457531176,Other
Disagree,Agree,Neither agree nor disagree,36,Male,1,NA,NA,1.266037176,Conservative
Slightly agree,Slightly disagree,Neither agree nor disagree,60,Female,2,2. Leave,Loser,1.386357154,Other
Neither agree nor disagree,Slightly disagree,Strongly disagree,53,Female,2,2. Leave,Loser,0.813549005,UKIP Brexit
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,25,Female,3,NA,NA,1.92400863,Other
Slightly disagree,Neither agree nor disagree,Slightly disagree,46,Male,1,2. Leave,Winner,1.339303227,Conservative
Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,19,Male,2,NA,NA,2.478114072,Other
Slightly agree,Neither agree nor disagree,Neither agree nor disagree,77,Male,2,2. Leave,NA,0.54274673,Other
Agree,Strongly disagree,Strongly agree,42,Male,1,1. Remain,Loser,0.875303558,Other
Disagree,Neither agree nor disagree,Disagree,31,Male,3,2. Leave,Loser,1.147257295,Other
Slightly agree,Slightly agree,Neither agree nor disagree,32,Male,3,1. Remain,Loser,0.876492503,Other
Strongly agree,Strongly disagree,Strongly agree,67,Male,1,2. Leave,Winner,0.677068721,Conservative
Slightly agree,Slightly agree,Slightly agree,31,Female,1,2. Leave,Loser,0.576766911,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,71,Male,2,2. Leave,NA,0.639058869,Conservative
Strongly agree,Strongly disagree,Strongly agree,71,Male,2,2. Leave,Winner,0.793966687,Conservative
Disagree,Agree,Slightly agree,61,Male,3,2. Leave,Loser,0.677191023,UKIP Brexit
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,26,Female,3,1. Remain,Loser,1.399654694,Other
Slightly disagree,Slightly disagree,Slightly disagree,37,Male,2,NA,Winner,1.083347455,Other
Disagree,Disagree,Slightly agree,18,Male,1,NA,NA,2.240731793,Other
Disagree,Agree,Disagree,67,Female,2,1. Remain,Winner,0.58596992,Conservative
Neither agree nor disagree,Neither agree nor disagree,Slightly agree,43,Female,2,2. Leave,Loser,0.659792664,Other
Neither agree nor disagree,Slightly agree,Disagree,32,Female,2,1. Remain,Loser,0.635441956,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,48,Female,2,2. Leave,Winner,1.977327868,Conservative
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,43,Female,2,1. Remain,Loser,0.574572014,Other
Slightly disagree,Slightly agree,Neither agree nor disagree,22,Female,2,NA,Loser,0.606099714,Other
Slightly disagree,Disagree,Neither agree nor disagree,19,Female,2,NA,NA,0.689995349,Other
Slightly agree,Slightly disagree,Slightly agree,65,Female,2,2. Leave,Winner,0.71018943,UKIP Brexit
Disagree,Slightly disagree,Neither agree nor disagree,26,Male,3,1. Remain,NA,0.883221969,Other
Slightly disagree,Slightly agree,Neither agree nor disagree,54,Male,1,2. Leave,Winner,0.848643315,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,42,Female,1,1. Remain,Loser,0.400599846,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,44,Female,1,2. Leave,Loser,1.556605197,Other
Strongly disagree,Agree,Strongly disagree,18,Female,2,NA,NA,0.640894328,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,28,Female,2,NA,NA,0.763344233,Other
Slightly agree,Neither agree nor disagree,Neither agree nor disagree,41,Male,3,1. Remain,Loser,1.729616344,Other
Slightly agree,Neither agree nor disagree,Slightly disagree,60,Male,3,1. Remain,Loser,1.263131831,Other
Slightly agree,Disagree,Slightly agree,48,Male,3,1. Remain,Loser,1.562156164,Other
Strongly agree,Strongly agree,Strongly agree,30,Female,1,2. Leave,Winner,0.591118272,UKIP Brexit
Slightly agree,Disagree,Slightly agree,69,Male,3,2. Leave,Winner,0.703454858,Conservative
Neither agree nor disagree,Slightly disagree,Slightly agree,49,Female,2,1. Remain,Winner,0.631564231,Other
Neither agree nor disagree,Neither agree nor disagree,Slightly agree,35,Male,2,1. Remain,Loser,0.558904138,Other
Neither agree nor disagree,Slightly disagree,Slightly agree,22,Female,3,1. Remain,Loser,0.460155485,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,18,Female,2,NA,NA,0.593963874,Other
Disagree,Slightly agree,Disagree,28,Male,2,NA,NA,0.7821119,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,54,Male,1,2. Leave,Winner,0.801271822,Other
Slightly agree,Slightly agree,Neither agree nor disagree,23,Female,3,1. Remain,NA,0.39960788,Other
Slightly agree,Agree,Slightly agree,54,Male,1,1. Remain,Loser,1.210905532,Other
Neither agree nor disagree,Strongly agree,Neither agree nor disagree,27,Male,3,1. Remain,Loser,0.812096786,Other
Slightly disagree,Slightly agree,Slightly disagree,42,Male,3,1. Remain,Loser,0.822313023,Other
Slightly agree,Slightly disagree,Slightly agree,67,Male,1,2. Leave,Loser,1.797620266,Other
Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,23,Female,3,2. Leave,Loser,1.395239087,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,42,Male,2,2. Leave,Loser,1.489593861,Other
Neither agree nor disagree,Neither agree nor disagree,Slightly agree,66,Female,3,1. Remain,Winner,0.585787798,Other
Strongly agree,Strongly disagree,Strongly agree,66,Male,2,2. Leave,Loser,0.953557547,Other
Disagree,Slightly disagree,Disagree,62,Female,3,1. Remain,Winner,0.702631149,Other
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,38,Female,3,1. Remain,Winner,0.60684089,Conservative
Disagree,Slightly agree,Disagree,23,Male,3,1. Remain,NA,0.774977802,Other
Slightly agree,Slightly disagree,Agree,50,Female,3,1. Remain,Winner,0.847340763,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,35,Male,1,2. Leave,Loser,0.897165592,Other
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,80,Female,1,1. Remain,Winner,0.680708941,Conservative
Slightly agree,Neither agree nor disagree,Slightly agree,64,Female,2,1. Remain,Winner,0.658316267,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,35,Female,1,1. Remain,NA,0.311122888,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,24,Female,2,2. Leave,NA,0.454916427,Other
Disagree,Agree,Disagree,53,Female,2,1. Remain,Winner,0.617239657,Conservative
Strongly disagree,Strongly agree,Strongly disagree,45,Male,2,NA,NA,2.15237542,Other
Slightly disagree,Neither agree nor disagree,Slightly disagree,34,Female,3,1. Remain,Loser,0.675250035,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,49,Female,2,1. Remain,Winner,0.593320823,Other
Slightly agree,Neither agree nor disagree,Slightly disagree,22,Female,2,NA,NA,1.478011261,Other
Agree,Slightly disagree,Slightly agree,28,Female,1,2. Leave,NA,0.511075276,Other
Strongly disagree,Slightly agree,Strongly disagree,52,Female,2,1. Remain,NA,0.573897795,Other
Disagree,Slightly agree,Disagree,24,Female,3,1. Remain,Loser,0.597152493,Other
Slightly disagree,Neither agree nor disagree,Disagree,45,Male,1,1. Remain,Loser,0.988869816,Other
Neither agree nor disagree,Neither agree nor disagree,Slightly agree,66,Male,1,1. Remain,Winner,0.742390137,Conservative
Strongly agree,Slightly disagree,Strongly agree,29,Female,3,1. Remain,Loser,0.610566818,Other
Strongly disagree,Neither agree nor disagree,Strongly disagree,43,Male,2,NA,NA,0.81259169,Other
Agree,Slightly disagree,Strongly agree,59,Male,1,2. Leave,Winner,0.984730548,Conservative
Slightly agree,Disagree,Neither agree nor disagree,24,Female,3,1. Remain,Loser,0.821994054,Other
Neither agree nor disagree,Neither agree nor disagree,Agree,59,Female,2,2. Leave,Loser,1.007144306,Other
Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,41,Male,1,2. Leave,Winner,1.042464719,Conservative
Slightly agree,Disagree,Agree,72,Male,2,2. Leave,Winner,0.727039645,Conservative
Neither agree nor disagree,Neither agree nor disagree,Slightly agree,69,Female,2,2. Leave,Winner,0.71018943,Conservative
Disagree,Agree,Disagree,32,Female,3,1. Remain,Winner,0.569623618,Conservative
Agree,Neither agree nor disagree,Neither agree nor disagree,75,Female,1,2. Leave,Winner,0.64574256,UKIP Brexit
Agree,Disagree,Agree,66,Female,2,1. Remain,Loser,0.627374145,Other
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,35,Female,2,1. Remain,NA,0.578983419,Other
Agree,Neither agree nor disagree,Agree,36,Female,1,NA,NA,0.675123708,Other
Slightly disagree,Neither agree nor disagree,Slightly disagree,35,Female,3,1. Remain,Loser,1.721762845,Other
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,40,Female,3,1. Remain,Loser,0.600007792,Other
Slightly agree,Disagree,Slightly agree,66,Male,1,2. Leave,Winner,0.702873742,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,73,Female,2,2. Leave,Winner,0.798497348,Conservative
Slightly agree,Slightly agree,Neither agree nor disagree,39,Female,3,1. Remain,NA,0.571472216,Other
Slightly agree,Slightly agree,Slightly disagree,61,Female,3,1. Remain,Loser,0.780950058,Other
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,29,Female,2,1. Remain,Winner,0.571065742,Other
Slightly agree,Disagree,Slightly agree,56,Male,1,2. Leave,NA,0.735117113,Conservative
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,29,Female,3,NA,NA,0.895648146,Other
Slightly agree,Slightly disagree,Slightly agree,58,Female,2,1. Remain,Loser,0.687388899,Other
Slightly agree,Slightly agree,Agree,51,Female,1,NA,Loser,0.697374293,Other
Disagree,Slightly agree,Disagree,33,Male,1,2. Leave,Loser,0.92840891,Other
Strongly agree,Disagree,Strongly agree,57,Female,2,NA,NA,0.8789719,Other
Disagree,Slightly agree,Disagree,49,Female,2,2. Leave,Loser,0.72340138,UKIP Brexit
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,44,Female,1,1. Remain,Loser,0.423255083,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,22,Female,2,1. Remain,Loser,0.464501963,Other
Neither agree nor disagree,Slightly disagree,Slightly agree,56,Female,2,NA,NA,0.98762643,Other
Neither agree nor disagree,Slightly disagree,Slightly disagree,20,Female,2,NA,Loser,0.53706718,Other
Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,48,Male,1,1. Remain,Winner,0.834185224,Other
Disagree,Agree,Disagree,49,Male,1,2. Leave,Winner,1.118131267,Other
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,44,Female,3,2. Leave,Loser,0.893005625,Other
Agree,Strongly disagree,Strongly disagree,69,Male,2,2. Leave,Loser,0.883034848,UKIP Brexit
Slightly agree,Slightly disagree,Agree,67,Male,2,2. Leave,Winner,0.817442789,Conservative
Neither agree nor disagree,Neither agree nor disagree,Slightly agree,23,Female,3,1. Remain,Loser,0.50948328,Other
Neither agree nor disagree,Slightly disagree,Slightly agree,64,Male,2,1. Remain,Loser,1.085336448,Other
Slightly disagree,Slightly agree,Neither agree nor disagree,28,Female,2,1. Remain,Loser,0.641128478,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,31,Female,3,1. Remain,Loser,0.610566818,Other
Strongly agree,Strongly disagree,Strongly agree,38,Male,2,NA,NA,1.680112947,Other
Slightly agree,Disagree,Slightly agree,70,Female,2,2. Leave,Winner,0.662129256,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,43,Female,3,1. Remain,Loser,1.089440096,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,47,Female,1,1. Remain,Winner,0.552090635,Conservative
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,43,Female,3,NA,NA,0.672906004,Other
Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,30,Male,1,NA,NA,1.333237313,Other
Disagree,Slightly agree,Agree,22,Female,2,1. Remain,Loser,0.433885857,Other
Strongly disagree,Agree,Strongly disagree,64,Male,3,1. Remain,Loser,0.696612776,Other
Neither agree nor disagree,Disagree,Neither agree nor disagree,26,Male,1,1. Remain,Loser,0.988869816,Conservative
Neither agree nor disagree,Neither agree nor disagree,Disagree,33,Female,2,2. Leave,NA,1.386723498,UKIP Brexit
Slightly agree,Slightly disagree,Neither agree nor disagree,55,Female,3,1. Remain,Loser,1.259975211,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,25,Female,2,NA,NA,0.717121088,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,24,Female,1,NA,NA,0.492725769,Other
Disagree,Agree,Disagree,36,Female,3,NA,NA,0.875256925,Other
Agree,Strongly disagree,Strongly disagree,81,Female,1,1. Remain,Winner,0.568120329,Conservative
Neither agree nor disagree,Neither agree nor disagree,Slightly agree,54,Female,2,1. Remain,Loser,0.667526041,Other
Slightly agree,Slightly disagree,Slightly agree,66,Female,3,2. Leave,Winner,0.731442648,Conservative
Slightly agree,Slightly agree,Neither agree nor disagree,26,Female,1,NA,Loser,0.753058559,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,27,Male,2,2. Leave,NA,0.52952657,Conservative
Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,39,Female,3,2. Leave,NA,0.721716906,Other
Slightly disagree,Slightly agree,Neither agree nor disagree,21,Male,3,1. Remain,Winner,1.263101527,Conservative
Strongly disagree,Slightly agree,Strongly disagree,29,Female,2,1. Remain,Loser,0.528405737,Other
Disagree,Agree,Disagree,35,Male,3,1. Remain,Winner,1.086158972,Conservative
Strongly agree,Disagree,Strongly agree,48,Male,2,2. Leave,NA,0.517121214,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,42,Male,2,NA,NA,2.810807456,Other
Slightly agree,Slightly agree,Disagree,21,Male,2,1. Remain,Winner,1.808021564,Other
Neither agree nor disagree,Slightly agree,Disagree,58,Female,1,2. Leave,Loser,1.045850929,UKIP Brexit
Slightly agree,Agree,Slightly disagree,18,Female,2,NA,NA,0.632308339,Other
Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,19,Female,2,NA,NA,0.53706718,Other
Strongly disagree,Strongly agree,Strongly disagree,22,Female,3,NA,NA,0.73118321,Other
Strongly disagree,Slightly agree,Disagree,23,Female,3,1. Remain,Loser,0.821059745,Other
Neither agree nor disagree,Slightly disagree,Slightly disagree,24,Female,3,1. Remain,Loser,0.52388461099999994,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,61,Female,3,1. Remain,Loser,0.758767291,Other
Strongly agree,Disagree,Strongly agree,40,Male,2,1. Remain,Loser,1.093124727,Other
Slightly disagree,Slightly agree,Slightly agree,21,Male,3,1. Remain,Loser,0.786316417,Conservative
Disagree,Strongly disagree,Slightly disagree,23,Female,3,NA,Loser,0.787298733,Other
Slightly agree,Neither agree nor disagree,Slightly disagree,19,Female,2,NA,NA,0.593963874,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,33,Female,3,NA,NA,0.864513845,Other
Agree,Disagree,Agree,59,Female,2,2. Leave,Loser,0.870865302,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,72,Female,2,2. Leave,Winner,0.621521173,Conservative
Disagree,Slightly disagree,Disagree,42,Female,3,2. Leave,Loser,0.621011849,UKIP Brexit
Neither agree nor disagree,Neither agree nor disagree,Slightly agree,67,Male,2,2. Leave,Winner,0.869861883,Conservative
Slightly agree,Disagree,Agree,72,Female,1,2. Leave,Winner,0.687364892,UKIP Brexit
Strongly disagree,Strongly agree,Strongly disagree,22,Female,3,1. Remain,Loser,0.821059745,Other
Neither agree nor disagree,Slightly agree,Slightly disagree,29,Male,3,NA,Winner,1.33271217,Conservative
Strongly disagree,Slightly agree,Strongly disagree,37,Female,1,NA,NA,0.574416824,Other
Neither agree nor disagree,Neither agree nor disagree,Slightly agree,18,Female,2,NA,NA,0.631225916,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,48,Female,1,2. Leave,Winner,0.607904774,Conservative
Slightly disagree,Neither agree nor disagree,Slightly agree,72,Male,1,2. Leave,Winner,0.704255341,Conservative
Strongly agree,Strongly disagree,Strongly agree,42,Male,2,2. Leave,Winner,0.714254891,UKIP Brexit
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,62,Female,3,2. Leave,Loser,0.916083972,UKIP Brexit
